post_link,title,date_posted,posted_by,description,image_url,is_event,event_type,event_date,event_time,event_location,is_food,food_type['https://edstem.org/us/courses/40590/discussion/5260653\n'],['Invitation from Dean Ray to Students - New Date: 10/14 #1061'],['11-Sep-2024 23:03:08.865000Z'],['Economics Staff'],"['Dear Students,\nI invite you for pizza at noon | Oct. 14 at Durant Hall on campus. I look forward to hearing about your semester and Cal experiences! Please RSVP by replying to this email: socialsciences@berkeley.edu']","['data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0idXRmLTgiPz4NCjwhLS0gR2VuZXJhdG9yOiBBZG9iZSBJbGx1c3RyYXRvciAxNi4wLjQsIFNWRyBFeHBvcnQgUGx1Zy1JbiAuIFNWRyBWZXJzaW9uOiA2LjAwIEJ1aWxkIDApICAtLT4NCjwhRE9DVFlQRSBzdmcgUFVCTElDICItLy9XM0MvL0RURCBTVkcgMS4xLy9FTiIgImh0dHA6Ly93d3cudzMub3JnL0dyYXBoaWNzL1NWRy8xLjEvRFREL3N2ZzExLmR0ZCI+DQo8c3ZnIHZlcnNpb249IjEuMSIgaWQ9IkxheWVyXzEiIHhtbG5zPSJodHRwOi8vd3d3LnczLm9yZy8yMDAwL3N2ZyIgeG1sbnM6eGxpbms9Imh0dHA6Ly93d3cudzMub3JnLzE5OTkveGxpbmsiIHg9IjBweCIgeT0iMHB4Ig0KCSB3aWR0aD0iMjRweCIgaGVpZ2h0PSIyMHB4IiB2aWV3Qm94PSIwIDAgMjQgMjAiIGVuYWJsZS1iYWNrZ3JvdW5kPSJuZXcgMCAwIDI0IDIwIiB4bWw6c3BhY2U9InByZXNlcnZlIj4NCjxnPg0KCTxwYXRoIGZpbGw9Im5vbmUiIHN0cm9rZT0iIzAwMDAwMCIgc3Ryb2tlLW1pdGVybGltaXQ9IjEwIiBkPSJNMjIuOTYzLDE3Ljc3NWMwLDAuNTI2LTAuNDI3LDAuOTUzLTAuOTUzLDAuOTUzSDEuOTE2DQoJCWMtMC41MjYsMC0wLjk1My0wLjQyNy0wLjk1My0wLjk1M1YxLjY4MmMwLTAuNTI2LDAuNDI3LTAuOTUzLDAuOTUzLTAuOTUzSDIyLjAxYzAuNTI2LDAsMC45NTMsMC40MjcsMC45NTMsMC45NTNWMTcuNzc1eiIgdmVjdG9yLWVmZmVjdD0ibm9uLXNjYWxpbmctc3Ryb2tlIi8+Cgk8Zz4NCgkJPGxpbmUgZmlsbD0ibm9uZSIgc3Ryb2tlPSIjMDAwMDAwIiBzdHJva2UtbWl0ZXJsaW1pdD0iMTAiIHgxPSI5LjIxOCIgeTE9IjcuMTU4IiB4Mj0iMTQuNTI3IiB5Mj0iMTIuNDY3IiB2ZWN0b3ItZWZmZWN0PSJub24tc2NhbGluZy1zdHJva2UiLz4KCQk8bGluZSBmaWxsPSJub25lIiBzdHJva2U9IiMwMDAwMDAiIHN0cm9rZS1taXRlcmxpbWl0PSIxMCIgeDE9IjkuMjE4IiB5MT0iMTIuNDY3IiB4Mj0iMTQuNTI3IiB5Mj0iNy4xNTgiIHZlY3Rvci1lZmZlY3Q9Im5vbi1zY2FsaW5nLXN0cm9rZSIvPgoJPC9nPg0KPC9nPg0KPC9zdmc+DQo=']","TRUE,","""Social"",","""14-Oct-2024"",","""12:00 PM"",","""Durant Hall on campus"",","TRUE,","""pizza"""
['https://edstem.org/us/courses/40590/discussion/5260653\n'],['Invitation from Dean Ray to Students - New Date: 10/14 #1061'],['11-Sep-2024 23:03:08.865000Z'],['Economics Staff'],"['Dear Students,\nI invite you for pizza at noon | Oct. 14 at Durant Hall on campus. I look forward to hearing about your semester and Cal experiences! Please RSVP by replying to this email: socialsciences@berkeley.edu']","['data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0idXRmLTgiPz4NCjwhLS0gR2VuZXJhdG9yOiBBZG9iZSBJbGx1c3RyYXRvciAxNi4wLjQsIFNWRyBFeHBvcnQgUGx1Zy1JbiAuIFNWRyBWZXJzaW9uOiA2LjAwIEJ1aWxkIDApICAtLT4NCjwhRE9DVFlQRSBzdmcgUFVCTElDICItLy9XM0MvL0RURCBTVkcgMS4xLy9FTiIgImh0dHA6Ly93d3cudzMub3JnL0dyYXBoaWNzL1NWRy8xLjEvRFREL3N2ZzExLmR0ZCI+DQo8c3ZnIHZlcnNpb249IjEuMSIgaWQ9IkxheWVyXzEiIHhtbG5zPSJodHRwOi8vd3d3LnczLm9yZy8yMDAwL3N2ZyIgeG1sbnM6eGxpbms9Imh0dHA6Ly93d3cudzMub3JnLzE5OTkveGxpbmsiIHg9IjBweCIgeT0iMHB4Ig0KCSB3aWR0aD0iMjRweCIgaGVpZ2h0PSIyMHB4IiB2aWV3Qm94PSIwIDAgMjQgMjAiIGVuYWJsZS1iYWNrZ3JvdW5kPSJuZXcgMCAwIDI0IDIwIiB4bWw6c3BhY2U9InByZXNlcnZlIj4NCjxnPg0KCTxwYXRoIGZpbGw9Im5vbmUiIHN0cm9rZT0iIzAwMDAwMCIgc3Ryb2tlLW1pdGVybGltaXQ9IjEwIiBkPSJNMjIuOTYzLDE3Ljc3NWMwLDAuNTI2LTAuNDI3LDAuOTUzLTAuOTUzLDAuOTUzSDEuOTE2DQoJCWMtMC41MjYsMC0wLjk1My0wLjQyNy0wLjk1My0wLjk1M1YxLjY4MmMwLTAuNTI2LDAuNDI3LTAuOTUzLDAuOTUzLTAuOTUzSDIyLjAxYzAuNTI2LDAsMC45NTMsMC40MjcsMC45NTMsMC45NTNWMTcuNzc1eiIgdmVjdG9yLWVmZmVjdD0ibm9uLXNjYWxpbmctc3Ryb2tlIi8+Cgk8Zz4NCgkJPGxpbmUgZmlsbD0ibm9uZSIgc3Ryb2tlPSIjMDAwMDAwIiBzdHJva2UtbWl0ZXJsaW1pdD0iMTAiIHgxPSI5LjIxOCIgeTE9IjcuMTU4IiB4Mj0iMTQuNTI3IiB5Mj0iMTIuNDY3IiB2ZWN0b3ItZWZmZWN0PSJub24tc2NhbGluZy1zdHJva2UiLz4KCQk8bGluZSBmaWxsPSJub25lIiBzdHJva2U9IiMwMDAwMDAiIHN0cm9rZS1taXRlcmxpbWl0PSIxMCIgeDE9IjkuMjE4IiB5MT0iMTIuNDY3IiB4Mj0iMTQuNTI3IiB5Mj0iNy4xNTgiIHZlY3Rvci1lZmZlY3Q9Im5vbi1zY2FsaW5nLXN0cm9rZSIvPgoJPC9nPg0KPC9nPg0KPC9zdmc+DQo=']",TRUE,Social,14-Oct-2024,12:00 PM,Durant Hall,TRUE,pizza
['https://edstem.org/us/courses/40590/discussion/5266273\n'],['Graduate Diversity Admissions Fair: Registration is open! #1065'],['12-Sep-2024 20:00:00.554000Z'],['Economics Staff'],"['Thinking about pursuing a graduate degree? Join us for our virtual Graduate Diversity Admissions Fair October 7-11! Discover what UC Berkeley has to offer, including program details, application tips, and funding opportunities. \nYou can expect a lot to choose from. Over 50 different sessions from UC Berkeley departments and graduate programs in one hour information sessions.\nRegister now. After registering for the fair, you can start adding individual sessions to your personal agenda. Be sure to add the Economics PhD session on October 8th 2-3pm.\nRegister today (button link: https://bit.ly/div-adm-fair-reg24)']",[None],TRUE,Fair,07-Oct-2024,Not Specified,Virtual,NOT SPECIFIED,Not Specified
['https://edstem.org/us/courses/40590/discussion/5254011\n'],"['Goldman Sachs visit to UC Berkeley: 9/11, 7-8PM #1057']",['10-Sep-2024 23:00:00.213000Z'],['Economics Staff'],"['In partnership with ASUC and some student organizations on campus, Goldman Sachs is hosting a “Day in the Life” Panel with our current analyst/associates across various divisions on Wednesday, September 11th, from 7-8pm at the Eshleman Hall Senate Chambers on the 5th floor.\nREGISTRATION LINK\nGoldman Sachs Event 9.11.pdf']",['https://static.us.edusercontent.com/files/0aaFXkQa3ivj1m2Au5cTejHM'],TRUE,Seminar,11-Sep-2024,07:00 PM,"Eshleman Hall Senate Chambers, 5th floor",LIKELY,Not Specified
['https://edstem.org/us/courses/40590/discussion/5247419\n'],['Behavioral Economics Association Applications Open - Infosession Tonight! #1053'],['09-Sep-2024 22:35:18.573000Z'],['Aishi Gulati'],"['🚀 Join the Behavioral Economics Association (BEA) @ UC Berkeley! 🚀\n🔍 What is Behavioral Economics? Ever wonder why we make certain choices, like splurging on things we don\'t need? Behavioral Economics combines economics and psychology to uncover the ""why"" behind our decisions! It’s more than just theory – it’s the secret to creating smarter products, conducting meaningful research, and developing powerful strategies.\n📢 Who are we? BEA is a passionate and diverse group of undergrads focused on promoting and applying behavioral economics. Whether you’re interested in consulting, product management, or research, we provide hands-on opportunities through real-world projects with big tech companies, startups, and nonprofits. From hosting career workshops to fun events like yacht galas and Lake Tahoe retreats, BEA is where you develop both your professional skills and social network! 🌊🎉\n💼 Our Divisions:\nConsulting: Work with clients from startups to Fortune 500s across various industries, gaining strategic skills and industry insight.\nResearch: Contribute to academic articles with the potential for publication, perfect for aspiring academics or policy researchers.\nProduct Management: Develop and apply product management skills through workshops and real-world projects with clients.\n✨ Ready to Apply? Applications are open NOW on our website, beaberkeley.com! Don’t miss our info sessions, product mixers, and case prep workshops to get a taste of BEA before joining, or schedule a coffee chat with one of our executive board members to learn more! Infosession 2 is tonight at 8 pm in Social Sciences 185.\n🔗 Ready to make an impact? Apply today and become part of a dynamic team pushing the boundaries of behavioral economics! For questions or accommodations, email us at beaatberkeley@gmail.com.']",[None],TRUE,Meeting,09-Sep-2024,08:00 PM,Social Sciences 185,FALSE,None
['https://edstem.org/us/courses/40590/discussion/5246940\n'],['EthiCAL Apparel Applications are Open! #1052'],['09-Sep-2024 21:24:57.508000Z'],['Jean Lee'],"[""EthiCAL Apparel is recruiting for fall ‘24! 🍃\nWe’re a student-run social enterprise selling student-designed products and fulfilling custom orders on ethically and sustainably-sourced materials for customers nationwide!\nEvery semester, we reveal a new social good theme; For fall ‘24 it’s “Healthy Planet, Healthy People.” Our goal is to prioritize the reduction of carbon emissions to mitigate disproportionate impacts of air pollution and climate change on community health. We’ll be donating the majority of our profits to a local non-profit organization whose mission aligns with this theme. \nInterested? 5 of our teams are recruiting!\n🍃 Marketing\n🍃 Finance and Operations\n🍃 Social Good\n🍃 Design\n🍃 Sales\nRecruitment Schedule:\n 9/2 -9/13 — Coffee Chats\n 9/5 — EthiCAL Apparel Fall '24 Infosession #1 | 8-10pm at Dwinelle 219\n 9/9 — EthiCAL Apparel Fall '24 Infosession #2 | 8-10pm at Dwinelle 219\n 9/13 — Application Closes | 11:59pm\n 9/16 - 9/19 — Interviews\nWe hope you apply to join our EthiFam!\n-\n🍃 Application: ethicalapparel.org/apply-fa24\n🍃 Coffee Chats: ethicalapparel.org/coffee-chats-fa24\n🍃 Recruitment Calendar: tinyurl.com/ethicalendarfa24\n🍃 Website: ethicalapparel.org\n🍃 Instagram: instagram.com/ethical_apparel""]",[None],TRUE,Meeting,09-Sep-2024,08:00 PM,Dwinelle 219,LIKELY,Not Specified
['https://edstem.org/us/courses/40590/discussion/5245391\n'],['Berkeley Economic Review (BER) Info Session Tonight @ 7pm! #1051'],['09-Sep-2024 17:35:41.750000Z'],['Mildred Flores'],"['Berkeley Economic Review is accepting applications for writers, researchers, editors, peer reviewers, web designers, and anyone passionate about economics! We are Berkeley’s premier undergraduate economics journal and the largest student organization under the Economics Department focused on research and academia. We promote undergraduate research in economics among students at UC Berkeley and encourage pre-college research as well as undergraduate research at other academic institutions.\n\nOur work is showcased through three main publication avenues: our journal, magazine, our website. In our annual journal, you will find the top submissions selected from many undergraduate papers we receive from students worldwide. Our semesterly magazine features articles we create and interviews with esteemed Berkeley Economics faculty, with more articles and interviews available on our website.\n\nIf you are interested in joining, come to our first info session tonight at 7pm in Evans 648. You’ll learn more about what we do and meet the incredible memBERs of our organization. If you’re interested but can’t make it tonight, we have another info session on Wednesday at 7pm, also in Evans 648.\nBER Info Sessions\nMon Sep 9 (Today) at 7pm in Evans 648\nWed Sep 11 at 7pm in Evans 648\nWe hope to see you there!']",['https://static.us.edusercontent.com/files/QRUIX9OeWCaJ5X1XOcvy84yf'],TRUE,Meeting,09-Sep-2024,07:00 PM,Evans 648,FALSE,None
['https://edstem.org/us/courses/40590/discussion/5222322\n'],"['Mathematics Undergraduate Student Association | First GM Thursday, 9/5 6:30pm @ Evans 1015 #1034']",['05-Sep-2024 03:18:04.662000Z'],['Jingyuan Chen'],"['The Mathematics Undergraduate Student Association (MUSA) is holding its first general meeting on Thursday, 9/5, at 6:30pm in Evans 1015! There will be pizza, board games, and a brief introduction of what we do. MUSA aims to create a warm, inclusive environment in the math department by hosting weekly events such as Math Mondays, trivia nights, LaTeX workshops, and the BUMP mentoring program that pairs under and upperclassmen. For those interested in taking upper-division math courses or proof intensive courses we offer the MUSA 74 Decal – a 2 unit PNP course that introduces rigorous proof writing and fosters familiarity with the objects encountered in advanced courses such as Abstract Algebra and Analysis. \n\nKeep in touch with us via our newsletter or Discord server, both found at https://linktr.ee/berkeleymusa.']","['data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0idXRmLTgiPz4NCjwhLS0gR2VuZXJhdG9yOiBBZG9iZSBJbGx1c3RyYXRvciAxNi4wLjQsIFNWRyBFeHBvcnQgUGx1Zy1JbiAuIFNWRyBWZXJzaW9uOiA2LjAwIEJ1aWxkIDApICAtLT4NCjwhRE9DVFlQRSBzdmcgUFVCTElDICItLy9XM0MvL0RURCBTVkcgMS4xLy9FTiIgImh0dHA6Ly93d3cudzMub3JnL0dyYXBoaWNzL1NWRy8xLjEvRFREL3N2ZzExLmR0ZCI+DQo8c3ZnIHZlcnNpb249IjEuMSIgaWQ9IkxheWVyXzEiIHhtbG5zPSJodHRwOi8vd3d3LnczLm9yZy8yMDAwL3N2ZyIgeG1sbnM6eGxpbms9Imh0dHA6Ly93d3cudzMub3JnLzE5OTkveGxpbmsiIHg9IjBweCIgeT0iMHB4Ig0KCSB3aWR0aD0iMjRweCIgaGVpZ2h0PSIyMHB4IiB2aWV3Qm94PSIwIDAgMjQgMjAiIGVuYWJsZS1iYWNrZ3JvdW5kPSJuZXcgMCAwIDI0IDIwIiB4bWw6c3BhY2U9InByZXNlcnZlIj4NCjxnPg0KCTxwYXRoIGZpbGw9Im5vbmUiIHN0cm9rZT0iIzAwMDAwMCIgc3Ryb2tlLW1pdGVybGltaXQ9IjEwIiBkPSJNMjIuOTYzLDE3Ljc3NWMwLDAuNTI2LTAuNDI3LDAuOTUzLTAuOTUzLDAuOTUzSDEuOTE2DQoJCWMtMC41MjYsMC0wLjk1My0wLjQyNy0wLjk1My0wLjk1M1YxLjY4MmMwLTAuNTI2LDAuNDI3LTAuOTUzLDAuOTUzLTAuOTUzSDIyLjAxYzAuNTI2LDAsMC45NTMsMC40MjcsMC45NTMsMC45NTNWMTcuNzc1eiIgdmVjdG9yLWVmZmVjdD0ibm9uLXNjYWxpbmctc3Ryb2tlIi8+Cgk8Zz4NCgkJPGxpbmUgZmlsbD0ibm9uZSIgc3Ryb2tlPSIjMDAwMDAwIiBzdHJva2UtbWl0ZXJsaW1pdD0iMTAiIHgxPSI5LjIxOCIgeTE9IjcuMTU4IiB4Mj0iMTQuNTI3IiB5Mj0iMTIuNDY3IiB2ZWN0b3ItZWZmZWN0PSJub24tc2NhbGluZy1zdHJva2UiLz4KCQk8bGluZSBmaWxsPSJub25lIiBzdHJva2U9IiMwMDAwMDAiIHN0cm9rZS1taXRlcmxpbWl0PSIxMCIgeDE9IjkuMjE4IiB5MT0iMTIuNDY3IiB4Mj0iMTQuNTI3IiB5Mj0iNy4xNTgiIHZlY3Rvci1lZmZlY3Q9Im5vbi1zY2FsaW5nLXN0cm9rZSIvPgoJPC9nPg0KPC9nPg0KPC9zdmc+DQo=']",TRUE,Meeting,05-Sep-2024,06:30 PM,Evans 1015,TRUE,Pizza
['https://edstem.org/us/courses/40590/discussion/5219771\n'],['Berkeley Economic Review (BER) Application #1030'],['04-Sep-2024 20:26:42.520000Z'],['Inseo Yang'],"['Berkeley Economic Review, the premier undergraduate, peer-reviewed, academic economics journal, is currently recruiting writers, researchers, editors, peer reviewers, web designers, or anyone who wants to be involved in economics journalism and academia. \nWhether you are a declared senior wanting to get involved in your final school year or an intended economics freshman looking for a community serious about economics, BER is the organization for you. If you are interested, please stop by any of the info sessions or sign up for a coffee chat here. \nBelow is the recruitment timeline:\nInfo Session 1: 7pm on Mon, Sept 9 at Evans 648\nInfo Session 2: 7pm on Wed, Sept 11 at Evans 648\nMeet the MemBERs: 7-9pm on Thu, Sept 12 at The Standard\nCoffee Chats: Mon, Sept 2 - Thu, Sept 12\nApplication Deadline: Fri, Sept 13\nApplication Results: Sat, Sept 14 - Fri, Sept 20\nFeel free to contact berkeleyeconreview@gmail.com or @berkeleyeconrev on Instagram if you have any questions about the application process. \nThank you, and we hope to welcome you to our community soon!\nLink to Application']",[None],TRUE,Meeting,09-Sep-2024,07:00 PM,Evans 648,LIKELY,Not Specified
['https://edstem.org/us/courses/40590/discussion/5218797\n'],['⚠️ Undergrad Econ Association Infosession Tonight! ⚠️ #1028'],['04-Sep-2024 18:27:27.437000Z'],['Anonymous'],"[""Hi all! \nThe Undergraduate Economics Association will have an infosession tonight at Evans 597. We will meet tonight (Wednesday, Sept 4th) at 8pm. \nCome meet us and learn about how we're involved with the Econ community at Berkeley!""]",[None],TRUE,Meeting,04-Sep-2024,08:00 PM,Evans 597,FALSE,Not Specified
['https://edstem.org/us/courses/40590/discussion/5195395\n'],['Learn how to file taxes and volunteer with the VITA DeCal! #1007'],['30-Aug-2024 01:21:17.076000Z'],['Sage Kasick'],"[""Looking for volunteer opportunities to combat income inequality? Want to learn real-world skills like how to do taxes?\n\nUC Berkeley VITA is a student-run program under the Public Service Center that provides free tax-filing services to low-income communities throughout the Bay Area. Last year, VITA volunteers logged over 2,400 hours and returned almost $2 million to clients through tax refunds.\n\nIn the fall, we teach a DeCal about how to actually file taxes and discuss the larger environment of American income inequality. Classes are Thursdays, 6:30-8:30pm, for 2 units P/NP. In the spring, you'll put your newfound knowledge to use preparing taxes at volunteer locations, which are offered either in-person or remotely. UC Berkeley VITA is a great way to meet new people, learn a useful skill, and make a tangible impact! All majors are welcome, no prior knowledge or experience needed, and applicants of all immigration status and citizenship are welcome to apply.\n\nApply to join us at tinyurl.com/VITA24-25Application, due Friday, September 6th at 11:59pm PDT!\n\nQuestions, comments, or concerns? Reach us at ucberkeleyvita@gmail.com. Learn more about us at linktr.ee/ucberkeleyvita!""]",[None],TRUE,Workshop,30-Aug-2024,06:30 PM,UC Berkeley,FALSE,None
